coo_number,coo_date,year,period,quarter,month,quarteryear,status,permit,permit_type,permit_subtype,permit_date,zip,rdus,50+units,project_type,stories,tract,coord
112519,9/15/2014,2014,2013-17,Q3,9,Q3 2014,CofO Issued,13014-20000-01003,Bldg-Addition,1 or 2 Family Dwelling,9/15/2014,91307,1,No,1 unit,1,1352.02,"(34.19355, -118.6367)"
121110,9/16/2014,2014,2013-17,Q3,9,Q3 2014,CofO Issued,13014-10000-00958,Bldg-Addition,1 or 2 Family Dwelling,9/16/2014,90062,1,No,1 unit,1,2314,"(34.01655, -118.31168)"
110721,9/23/2014,2014,2013-17,Q3,9,Q3 2014,CofO Issued,12010-10000-01972,Bldg-Addition,1 or 2 Family Dwelling,9/23/2014,90034,1,No,1 unit,2,2702,"(34.03294, -118.38529)"
120498,10/14/2014,2014,2013-17,Q4,10,Q4 2014,CofO Issued,13014-70000-03887,Bldg-Addition,1 or 2 Family Dwelling,10/14/2014,90047,1,No,1 unit,1,2381,"(33.96619, -118.30736)"
112907,10/17/2014,2014,2013-17,Q4,10,Q4 2014,CofO Issued,12014-20000-00078,Bldg-Addition,1 or 2 Family Dwelling,10/17/2014,91042,1,No,1 unit,1,1011.22,"(34.26012, -118.27981)"
124882,10/24/2014,2014,2013-17,Q4,10,Q4 2014,CofO Issued,14014-70000-01710,Bldg-Addition,1 or 2 Family Dwelling,10/24/2014,90037,1,No,1 unit,1,2317.2,"(34.00753, -118.28193)"
113319,10/25/2014,2014,2013-17,Q4,10,Q4 2014,CofO Issued,13014-20000-01448,Bldg-Addition,1 or 2 Family Dwelling,10/25/2014,90291,1,No,1 unit,2,2732,"(33.99855, -118.46837)"
107710,10/25/2014,2014,2013-17,Q4,10,Q4 2014,CofO Issued,11010-10000-01826,Bldg-Addition,1 or 2 Family Dwelling,10/25/2014,90291,1,No,1 unit,2,2732,"(33.99499, -118.46288)"
76587,11/3/2014,2014,2013-17,Q4,11,Q4 2014,CofO Issued,08014-10000-04071,Bldg-Addition,1 or 2 Family Dwelling,11/3/2014,90039,1,No,1 unit,1,1873,"(34.10085, -118.25787)"
124056,11/5/2014,2014,2013-17,Q4,11,Q4 2014,CofO Issued,14014-20000-01452,Bldg-Addition,1 or 2 Family Dwelling,11/5/2014,91306,1,No,1 unit,0,1341.03,"(34.21922, -118.58308)"
105863,11/6/2014,2014,2013-17,Q4,11,Q4 2014,CofO Issued,12010-10000-01563,Bldg-Addition,1 or 2 Family Dwelling,11/6/2014,90063,1,No,1 unit,1,2041.2,"(34.03341, -118.19887)"
115386,11/10/2014,2014,2013-17,Q4,11,Q4 2014,CofO Issued,13014-10000-01981,Bldg-Addition,1 or 2 Family Dwelling,11/10/2014,90003,1,No,1 unit,2,2392.02,"(33.98437, -118.26853)"
121523,11/21/2014,2014,2013-17,Q4,11,Q4 2014,CofO Issued,13014-10000-04483,Bldg-Addition,1 or 2 Family Dwelling,11/21/2014,90003,1,No,1 unit,2,2393.3,"(33.98136, -118.2676)"
122090,11/21/2014,2014,2013-17,Q4,11,Q4 2014,CofO Issued,14014-20000-00579,Bldg-Addition,1 or 2 Family Dwelling,11/21/2014,91342,1,No,1 unit,1,1065.2,
36917,11/21/2014,2014,2013-17,Q4,11,Q4 2014,CofO Issued,06014-10000-00860,Bldg-Addition,1 or 2 Family Dwelling,11/21/2014,90001,1,No,1 unit,2,2395,"(33.96836, -118.25767)"
109022,11/22/2014,2014,2013-17,Q4,11,Q4 2014,CofO Issued,12014-10000-04187,Bldg-Addition,1 or 2 Family Dwelling,11/22/2014,90065,1,No,1 unit,1,1864.01,"(34.11946, -118.24359)"
121158,12/8/2014,2014,2013-17,Q4,12,Q4 2014,CofO Issued,13014-10000-04896,Bldg-Addition,1 or 2 Family Dwelling,12/8/2014,90016,1,No,1 unit,2,2185,"(34.03779, -118.3478)"
4824,12/9/2014,2014,2013-17,Q4,12,Q4 2014,CofO Issued,04014-10000-11670,Bldg-Addition,1 or 2 Family Dwelling,12/9/2014,90059,1,No,1 unit,1,2409,"(33.93276, -118.26278)"
125415,12/17/2014,2014,2013-17,Q4,12,Q4 2014,CofO Issued,14014-10000-01649,Bldg-Addition,1 or 2 Family Dwelling,12/17/2014,90003,1,No,1 unit,1,2396.01,"(33.97091, -118.27948)"
82968,12/18/2014,2014,2013-17,Q4,12,Q4 2014,CofO Issued,09014-70000-03354,Bldg-Addition,1 or 2 Family Dwelling,12/18/2014,90018,1,No,1 unit,2,2187.01,"(34.03785, -118.33196)"
120228,12/22/2014,2014,2013-17,Q4,12,Q4 2014,CofO Issued,13014-20000-04540,Bldg-Addition,1 or 2 Family Dwelling,12/22/2014,91331,1,No,1 unit,0,1046.1,"(34.2594, -118.42095)"
120220,12/22/2014,2014,2013-17,Q4,12,Q4 2014,CofO Issued,13014-20000-04539,Bldg-Addition,1 or 2 Family Dwelling,12/22/2014,91331,1,No,1 unit,1,1046.1,"(34.25936, -118.42091)"
113626,1/7/2015,2015,2013-17,Q1,1,Q1 2015,CofO Corrected,13014-20000-00431,Bldg-Addition,1 or 2 Family Dwelling,2/11/2015,91606,1,No,1 unit,1,1233.03,"(34.19376, -118.40961)"
125613,1/7/2015,2015,2013-17,Q1,1,Q1 2015,CofO Issued,14014-70000-02043,Bldg-Addition,1 or 2 Family Dwelling,1/7/2015,90032,1,No,1 unit,2,2013.01,"(34.08398, -118.19033)"
123435,1/7/2015,2015,2013-17,Q1,1,Q1 2015,CofO Issued,13014-20000-04122,Bldg-Addition,1 or 2 Family Dwelling,1/7/2015,91342,1,No,1 unit,1,1041.03,"(34.28122, -118.39081)"
106606,1/9/2015,2015,2013-17,Q1,1,Q1 2015,CofO Issued,11014-20000-00387,Bldg-Addition,1 or 2 Family Dwelling,1/9/2015,91607,1,No,1 unit,1,1433,
123098,1/13/2015,2015,2013-17,Q1,1,Q1 2015,CofO Issued,14014-10000-00133,Bldg-Addition,Apartment,1/13/2015,91601,1,No,1 unit,2,1255.01,"(34.1639, -118.36609)"
121741,1/20/2015,2015,2013-17,Q1,1,Q1 2015,CofO Issued,13014-10000-05430,Bldg-Addition,1 or 2 Family Dwelling,1/20/2015,90006,1,No,1 unit,2,2132.02,"(34.04822, -118.30741)"
95261,1/31/2015,2015,2013-17,Q1,1,Q1 2015,CofO Issued,10014-10000-00328,Bldg-Addition,1 or 2 Family Dwelling,1/31/2015,90291,1,No,1 unit,1,2737,"(34.00034, -118.45115)"
102530,2/5/2015,2015,2013-17,Q1,2,Q1 2015,CofO Issued,12014-20000-00357,Bldg-Addition,1 or 2 Family Dwelling,2/5/2015,90033,1,No,1 unit,1,2037.1,"(34.05058, -118.1987)"
102792,2/6/2015,2015,2013-17,Q1,2,Q1 2015,CofO Issued,12014-20000-00612,Bldg-Addition,1 or 2 Family Dwelling,2/6/2015,91331,1,No,1 unit,1,1042.01,"(34.28277, -118.41713)"
127399,2/10/2015,2015,2013-17,Q1,2,Q1 2015,CofO Issued,14014-70000-01445,Bldg-Addition,1 or 2 Family Dwelling,2/10/2015,90003,1,No,1 unit,0,2405,"(33.94269, -118.27235)"
119168,2/11/2015,2015,2013-17,Q1,2,Q1 2015,CofO Issued,13014-70000-04976,Bldg-Addition,1 or 2 Family Dwelling,2/11/2015,90002,1,No,1 unit,1,2400.2,"(33.95432, -118.25661)"
112094,2/20/2015,2015,2013-17,Q1,2,Q1 2015,CofO Issued,13014-20000-00361,Bldg-Addition,1 or 2 Family Dwelling,2/20/2015,90026,1,No,1 unit,1,2083.02,"(34.06092, -118.26046)"
121371,3/7/2015,2015,2013-17,Q1,3,Q1 2015,CofO Issued,13014-10000-04785,Bldg-Addition,1 or 2 Family Dwelling,3/7/2015,90291,1,No,1 unit,2,2738,"(33.99082, -118.4551)"
117420,3/16/2015,2015,2013-17,Q1,3,Q1 2015,CofO Issued,13014-20000-02195,Bldg-Addition,1 or 2 Family Dwelling,3/16/2015,90011,1,No,1 unit,1,2285,"(34.00579, -118.26984)"
130550,3/20/2015,2015,2013-17,Q1,3,Q1 2015,CofO Issued,14014-70000-03592,Bldg-Addition,1 or 2 Family Dwelling,3/20/2015,91311,1,No,1 unit,1,1133.03,"(34.24533, -118.57672)"
101259,3/25/2015,2015,2013-17,Q1,3,Q1 2015,CofO Issued,12014-20000-00434,Bldg-Addition,1 or 2 Family Dwelling,3/25/2015,90744,1,No,1 unit,2,2941.2,"(33.79336, -118.246)"
98493,3/25/2015,2015,2013-17,Q1,3,Q1 2015,CofO Issued,11014-20000-03084,Bldg-Addition,1 or 2 Family Dwelling,3/25/2015,91040,1,No,1 unit,1,1033,"(34.24725, -118.36259)"
130269,3/26/2015,2015,2013-17,Q1,3,Q1 2015,CofO Issued,14014-20000-02503,Bldg-Addition,1 or 2 Family Dwelling,3/26/2015,91324,1,No,1 unit,1,1154.04,"(34.22206, -118.54031)"
123221,4/15/2015,2015,2013-17,Q2,4,Q2 2015,CofO Issued,13014-70000-05183,Bldg-Addition,1 or 2 Family Dwelling,4/15/2015,90037,1,No,1 unit,1,2326,"(33.99306, -118.29649)"
131882,4/21/2015,2015,2013-17,Q2,4,Q2 2015,CofO Issued,14014-20000-04540,Bldg-Addition,1 or 2 Family Dwelling,4/21/2015,91306,1,No,1 unit,1,1134.01,"(34.22639, -118.56651)"
105033,4/21/2015,2015,2013-17,Q2,4,Q2 2015,CofO Issued,11014-10000-01671,Bldg-Addition,1 or 2 Family Dwelling,4/21/2015,90033,1,No,1 unit,1,2035,"(34.05303, -118.2188)"
67530,5/7/2015,2015,2013-17,Q2,5,Q2 2015,CofO Issued,08014-30000-02284,Bldg-Addition,1 or 2 Family Dwelling,5/7/2015,90027,1,No,1 unit,1,1912.01,"(34.09678, -118.29975)"
128154,5/15/2015,2015,2013-17,Q2,5,Q2 2015,CofO Issued,14014-30000-02563,Bldg-Addition,1 or 2 Family Dwelling,5/15/2015,90019,1,No,1 unit,1,2172,"(34.04716, -118.34398)"
129644,5/21/2015,2015,2013-17,Q2,5,Q2 2015,CofO Issued,14014-20000-02152,Bldg-Addition,1 or 2 Family Dwelling,5/21/2015,91331,1,No,1 unit,1,1044.04,"(34.26675, -118.42522)"
131115,5/27/2015,2015,2013-17,Q2,5,Q2 2015,CofO Issued,14014-20000-04902,Bldg-Addition,1 or 2 Family Dwelling,5/27/2015,91606,1,No,1 unit,2,1241.05,"(34.1809, -118.38286)"
130929,5/27/2015,2015,2013-17,Q2,5,Q2 2015,CofO Issued,14014-20000-03065,Bldg-Addition,1 or 2 Family Dwelling,5/27/2015,91342,1,No,1 unit,2,1064.06,"(34.31623, -118.45606)"
126046,6/4/2015,2015,2013-17,Q2,6,Q2 2015,CofO Issued,14014-10000-01919,Bldg-Addition,1 or 2 Family Dwelling,6/4/2015,90033,1,No,1 unit,2,2032,"(34.05257, -118.20172)"
130088,6/9/2015,2015,2013-17,Q2,6,Q2 2015,CofO Issued,14014-70000-03256,Bldg-Addition,1 or 2 Family Dwelling,6/9/2015,90044,1,No,1 unit,2,2371.01,"(33.98247, -118.29275)"
56698,6/10/2015,2015,2013-17,Q2,6,Q2 2015,CofO Issued,07014-20000-04300,Bldg-Addition,1 or 2 Family Dwelling,6/10/2015,91340,1,No,1 unit,0,1095,"(34.27399, -118.4426)"
132891,6/16/2015,2015,2013-17,Q2,6,Q2 2015,CofO Issued,14014-20000-05563,Bldg-Addition,1 or 2 Family Dwelling,6/16/2015,91356,1,No,1 unit,1,1394.02,"(34.16797, -118.54859)"
131386,6/17/2015,2015,2013-17,Q2,6,Q2 2015,CofO Issued,14014-10000-03729,Bldg-Addition,1 or 2 Family Dwelling,6/17/2015,90003,1,No,1 unit,1,2411.1,"(33.9394, -118.27078)"
124241,6/22/2015,2015,2013-17,Q2,6,Q2 2015,CofO Issued,13014-70000-03264,Bldg-Addition,1 or 2 Family Dwelling,6/22/2015,90016,1,No,1 unit,1,2199.02,"(34.02769, -118.36466)"
126060,6/25/2015,2015,2013-17,Q2,6,Q2 2015,CofO Issued,14014-20000-01976,Bldg-Addition,1 or 2 Family Dwelling,6/25/2015,91303,1,No,1 unit,1,1343.03,"(34.20598, -118.61172)"
129460,6/25/2015,2015,2013-17,Q2,6,Q2 2015,CofO Issued,14014-20000-03886,Bldg-Addition,1 or 2 Family Dwelling,6/25/2015,91344,1,No,1 unit,1,1112.02,"(34.2662, -118.51475)"
110469,6/26/2015,2015,2013-17,Q2,6,Q2 2015,CofO Issued,12014-70000-00236,Bldg-Addition,1 or 2 Family Dwelling,6/26/2015,90042,1,No,1 unit,3,1835.2,"(34.11071, -118.20452)"
125977,6/30/2015,2015,2013-17,Q2,6,Q2 2015,CofO Issued,14014-10000-01144,Bldg-Addition,1 or 2 Family Dwelling,6/30/2015,90019,1,No,1 unit,3,2183,"(34.04226, -118.36236)"
136845,7/7/2015,2015,2013-17,Q3,7,Q3 2015,CofO Issued,02014-10000-07806,Bldg-Addition,1 or 2 Family Dwelling,7/7/2015,90011,1,No,1 unit,1,2282.2,"(34.00406, -118.25273)"
130368,7/15/2015,2015,2013-17,Q3,7,Q3 2015,CofO Issued,14014-10000-01789,Bldg-Addition,1 or 2 Family Dwelling,7/15/2015,90062,1,No,1 unit,1,2324,"(33.99603, -118.31245)"
114916,7/21/2015,2015,2013-17,Q3,7,Q3 2015,CofO Issued,13014-20000-01054,Bldg-Addition,1 or 2 Family Dwelling,7/21/2015,91356,1,No,1 unit,1,1393.01,"(34.17913, -118.54601)"
81724,7/25/2015,2015,2013-17,Q3,7,Q3 2015,CofO Issued,08014-20000-01996,Bldg-Addition,Apartment,7/25/2015,90065,1,No,1 unit,2,1864.01,"(34.11627, -118.24309)"
130519,7/28/2015,2015,2013-17,Q3,7,Q3 2015,CofO Issued,14014-70000-03862,Bldg-Addition,1 or 2 Family Dwelling,7/28/2015,90003,1,No,1 unit,2,2376,"(33.9803, -118.28295)"
131052,7/29/2015,2015,2013-17,Q3,7,Q3 2015,CofO Issued,14014-70000-03417,Bldg-Addition,1 or 2 Family Dwelling,7/29/2015,90044,1,No,1 unit,2,2383.2,"(33.96332, -118.28483)"
110392,8/31/2015,2015,2013-17,Q3,8,Q3 2015,CofO Corrected,12014-70000-03944,Bldg-Addition,1 or 2 Family Dwelling,10/6/2015,90016,1,No,1 unit,2,2199.01,"(34.03156, -118.36073)"
131256,9/9/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14014-70000-03415,Bldg-Addition,1 or 2 Family Dwelling,9/9/2015,90044,1,No,1 unit,2,2404.01,"(33.95182, -118.28681)"
126702,9/9/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14014-10000-00262,Bldg-Addition,1 or 2 Family Dwelling,9/9/2015,90011,1,No,1 unit,1,2294.2,"(33.99171, -118.25861)"
132870,9/11/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,15014-20000-00008,Bldg-Addition,1 or 2 Family Dwelling,9/11/2015,91367,1,No,1 unit,0,1349.01,"(34.18541, -118.56344)"
136561,9/17/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,15014-20000-01551,Bldg-Addition,1 or 2 Family Dwelling,9/17/2015,91367,1,No,1 unit,0,8002.04,"(34.16796, -118.6415)"
120097,9/22/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13014-10000-00850,Bldg-Addition,1 or 2 Family Dwelling,9/22/2015,90059,1,No,1 unit,1,2427,"(33.93377, -118.2415)"
96574,9/22/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,11014-20000-02041,Bldg-Addition,1 or 2 Family Dwelling,9/22/2015,91345,1,No,1 unit,0,1096.04,"(34.25835, -118.46273)"
123379,9/23/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13014-10000-04911,Bldg-Addition,1 or 2 Family Dwelling,9/23/2015,90057,1,No,1 unit,0,2086.2,"(34.06809, -118.27742)"
137269,9/24/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,15014-20000-02094,Bldg-Addition,1 or 2 Family Dwelling,9/24/2015,91342,1,No,1 unit,1,1065.2,"(34.30765, -118.45113)"
75398,9/29/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,07014-30000-05264,Bldg-Addition,1 or 2 Family Dwelling,9/29/2015,90016,1,No,1 unit,2,2199,"(34.03186, -118.35984)"
124838,10/1/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13014-20000-05367,Bldg-Addition,1 or 2 Family Dwelling,10/1/2015,90035,1,No,1 unit,2,2170.01,"(34.05684, -118.38689)"
55951,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,07014-10000-06211,Bldg-Addition,1 or 2 Family Dwelling,10/5/2015,90034,1,No,1 unit,1,2703,"(34.0354, -118.37462)"
110183,10/6/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12014-10000-04687,Bldg-Addition,1 or 2 Family Dwelling,10/6/2015,90044,1,No,1 unit,1,,"(33.93085, -118.28386)"
48293,10/7/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,07014-10000-00277,Bldg-Addition,1 or 2 Family Dwelling,10/7/2015,90003,1,No,1 unit,1,2396,"(33.97373, -118.27157)"
127011,10/7/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13014-10000-04776,Bldg-Addition,Apartment,10/7/2015,90044,1,No,1 unit,1,2383.2,"(33.96227, -118.28502)"
128449,10/8/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14014-30000-02884,Bldg-Addition,1 or 2 Family Dwelling,10/8/2015,90272,1,No,1 unit,1,2626.01,"(34.06754, -118.55213)"
91774,10/9/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,10014-70000-02785,Bldg-Addition,Apartment,10/9/2015,90011,1,No,1 unit,1,2293,"(33.99666, -118.27058)"
129754,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14014-30000-03418,Bldg-Addition,1 or 2 Family Dwelling,10/14/2015,90011,1,No,1 unit,2,2264.2,"(34.02367, -118.25926)"
134230,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14014-10000-04840,Bldg-Addition,1 or 2 Family Dwelling,10/14/2015,90044,1,No,1 unit,1,2383.2,"(33.96197, -118.2841)"
131059,10/16/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14014-10000-04224,Bldg-Addition,1 or 2 Family Dwelling,10/16/2015,90034,1,No,1 unit,2,2698,"(34.03084, -118.39342)"
132367,10/27/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14014-20000-04823,Bldg-Addition,1 or 2 Family Dwelling,10/27/2015,90033,1,No,1 unit,1,2031,"(34.06157, -118.19431)"
34884,10/28/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,06014-70000-03362,Bldg-Addition,1 or 2 Family Dwelling,10/28/2015,90018,1,No,1 unit,1,2190.1,"(34.02725, -118.32497)"
137494,10/29/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,15014-20000-01512,Bldg-Addition,1 or 2 Family Dwelling,10/29/2015,91335,1,No,1 unit,1,1316,"(34.2191, -118.54993)"
135574,11/2/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14014-20000-04871,Bldg-Addition,1 or 2 Family Dwelling,11/2/2015,91335,1,No,1 unit,0,1316,"(34.21496, -118.55571)"
128469,11/20/2015,2015,2013-17,Q4,11,Q4 2015,CofO Corrected,14014-70000-01326,Bldg-Addition,1 or 2 Family Dwelling,11/24/2015,90002,1,No,1 unit,1,2400.2,"(33.95634, -118.26389)"
130843,12/10/2015,2015,2013-17,Q4,12,Q4 2015,CofO Issued,14014-20000-01459,Bldg-Addition,1 or 2 Family Dwelling,12/10/2015,91402,1,No,1 unit,1,1199,"(34.22894, -118.43894)"
132893,12/11/2015,2015,2013-17,Q4,12,Q4 2015,CofO Issued,14014-10000-04336,Bldg-Addition,1 or 2 Family Dwelling,12/11/2015,91325,1,No,1 unit,1,1152.01,"(34.24774, -118.53157)"
86962,12/16/2015,2015,2013-17,Q4,12,Q4 2015,CofO Issued,10014-10000-02185,Bldg-Addition,1 or 2 Family Dwelling,12/16/2015,90018,1,No,1 unit,0,2225,"(34.02107, -118.30362)"
126395,12/17/2015,2015,2013-17,Q4,12,Q4 2015,CofO Issued,13014-10000-04467,Bldg-Addition,1 or 2 Family Dwelling,12/17/2015,90029,1,No,1 unit,0,1915,"(34.08994, -118.29371)"
97300,12/18/2015,2015,2013-17,Q4,12,Q4 2015,CofO Issued,11014-20000-02208,Bldg-Addition,1 or 2 Family Dwelling,12/18/2015,90042,1,No,1 unit,1,1833,"(34.11995, -118.20322)"
101579,12/23/2015,2015,2013-17,Q4,12,Q4 2015,CofO Issued,08014-10000-02657,Bldg-Addition,1 or 2 Family Dwelling,12/23/2015,90018,1,No,1 unit,2,2225,"(34.02167, -118.30194)"
136518,12/23/2015,2015,2013-17,Q4,12,Q4 2015,CofO Issued,14014-20000-04233,Bldg-Addition,1 or 2 Family Dwelling,12/23/2015,91401,1,No,1 unit,1,1285,"(34.17264, -118.44093)"
137583,12/24/2015,2015,2013-17,Q4,12,Q4 2015,CofO Issued,15014-20000-00986,Bldg-Addition,1 or 2 Family Dwelling,12/24/2015,90004,1,No,1 unit,2,1925.1,"(34.07772, -118.30748)"
55332,1/20/2016,2016,2013-17,Q1,1,Q1 2016,CofO Issued,06014-10000-10425,Bldg-Addition,1 or 2 Family Dwelling,1/20/2016,90001,1,No,1 unit,1,2395,"(33.97106, -118.26164)"
133996,1/21/2016,2016,2013-17,Q1,1,Q1 2016,CofO Issued,14014-70000-01243,Bldg-Addition,1 or 2 Family Dwelling,1/21/2016,90006,1,No,1 unit,2,2212.1,"(34.04295, -118.30449)"
137140,1/23/2016,2016,2013-17,Q1,1,Q1 2016,CofO Issued,15014-10000-01520,Bldg-Addition,1 or 2 Family Dwelling,1/23/2016,90003,1,No,1 unit,2,2405,"(33.95023, -118.27527)"
13699,1/28/2016,2016,2013-17,Q1,1,Q1 2016,CofO Issued,05014-70000-04708,Bldg-Addition,1 or 2 Family Dwelling,1/28/2016,90003,1,No,1 unit,1,2396,"(33.97188, -118.27734)"
143579,2/6/2016,2016,2013-17,Q1,2,Q1 2016,CofO Issued,15016-30000-20035,Bldg-Addition,1 or 2 Family Dwelling,2/6/2016,90026,1,No,1 unit,2,1955,"(34.08361, -118.26947)"
132155,2/7/2016,2016,2013-17,Q1,2,Q1 2016,CofO Issued,14014-10000-04944,Bldg-Addition,1 or 2 Family Dwelling,2/7/2016,90038,1,No,1 unit,1,1917.2,"(34.08741, -118.31066)"
60878,2/10/2016,2016,2013-17,Q1,2,Q1 2016,CofO Issued,07010-70000-02978,Bldg-Addition,1 or 2 Family Dwelling,2/10/2016,90003,1,No,1 unit,2,2393.3,"(33.97689, -118.26695)"
115120,2/11/2016,2016,2013-17,Q1,2,Q1 2016,CofO Issued,12014-20000-01131,Bldg-Addition,1 or 2 Family Dwelling,2/11/2016,91311,1,No,1 unit,1,1133.03,"(34.2474, -118.57846)"
139782,2/18/2016,2016,2013-17,Q1,2,Q1 2016,CofO Issued,14014-70000-04769,Bldg-Addition,1 or 2 Family Dwelling,2/18/2016,90011,1,No,1 unit,0,2293,"(33.99755, -118.27248)"
129514,2/21/2016,2016,2013-17,Q1,2,Q1 2016,CofO Issued,14014-10000-02854,Bldg-Addition,1 or 2 Family Dwelling,2/21/2016,90011,1,No,1 unit,2,2287.2,"(33.99943, -118.25177)"
79772,2/29/2016,2016,2013-17,Q1,2,Q1 2016,CofO Issued,09014-30000-03210,Bldg-Addition,1 or 2 Family Dwelling,2/29/2016,90037,1,No,1 unit,1,2327,"(33.99152, -118.28945)"
71958,3/2/2016,2016,2013-17,Q1,3,Q1 2016,CofO Issued,03014-40000-07617,Bldg-Addition,Apartment,3/2/2016,90037,1,No,1 unit,1,2317.1,"(34.006, -118.28987)"
102449,3/5/2016,2016,2013-17,Q1,3,Q1 2016,CofO Issued,03014-10000-06766,Bldg-Addition,1 or 2 Family Dwelling,3/5/2016,90002,1,No,1 unit,1,2400.2,"(33.95639, -118.26358)"
119876,3/14/2016,2016,2013-17,Q1,3,Q1 2016,CofO Issued,13010-20000-02805,Bldg-Addition,1 or 2 Family Dwelling,3/14/2016,90039,1,No,1 unit,2,1871.02,"(34.11096, -118.25184)"
121558,3/14/2016,2016,2013-17,Q1,3,Q1 2016,CofO Issued,13014-20000-02674,Bldg-Addition,1 or 2 Family Dwelling,3/14/2016,90066,1,No,1 unit,2,2723.02,"(34.00343, -118.42695)"
133817,3/16/2016,2016,2013-17,Q1,3,Q1 2016,CofO Issued,15014-20000-00243,Bldg-Addition,1 or 2 Family Dwelling,3/16/2016,91342,1,No,1 unit,1,1066.04,"(34.29918, -118.46646)"
133240,3/30/2016,2016,2013-17,Q1,3,Q1 2016,CofO Corrected,14014-10000-03101,Bldg-Addition,Commercial,10/11/2016,90069,1,No,1 unit,2,1944.02,"(34.08375, -118.37447)"
130484,4/1/2016,2016,2013-17,Q2,4,Q2 2016,CofO Issued,14014-20000-02017,Bldg-Addition,1 or 2 Family Dwelling,4/1/2016,91304,1,No,1 unit,2,1132.32,"(34.22758, -118.60586)"
137807,4/2/2016,2016,2013-17,Q2,4,Q2 2016,CofO Issued,15014-70000-00806,Bldg-Addition,1 or 2 Family Dwelling,4/2/2016,90037,1,No,1 unit,1,2319,"(34.00299, -118.27557)"
132298,4/2/2016,2016,2013-17,Q2,4,Q2 2016,CofO Issued,14014-20000-04571,Bldg-Addition,1 or 2 Family Dwelling,4/2/2016,90042,1,No,1 unit,2,1838.2,"(34.10356, -118.1936)"
134961,4/21/2016,2016,2013-17,Q2,4,Q2 2016,CofO Issued,14014-70000-04556,Bldg-Addition,1 or 2 Family Dwelling,4/21/2016,90003,1,No,1 unit,2,2397.02,"(33.9622, -118.27649)"
125195,4/27/2016,2016,2013-17,Q2,4,Q2 2016,CofO Corrected,14014-10000-00605,Bldg-Addition,1 or 2 Family Dwelling,4/28/2016,90065,1,No,1 unit,1,1853.2,"(34.09281, -118.22613)"
129664,4/29/2016,2016,2013-17,Q2,4,Q2 2016,CofO Issued,14014-30000-03568,Bldg-Addition,1 or 2 Family Dwelling,4/29/2016,90291,1,No,1 unit,2,2736,"(33.99225, -118.46378)"
116814,5/3/2016,2016,2013-17,Q2,5,Q2 2016,CofO Issued,13014-30000-00189,Bldg-Addition,1 or 2 Family Dwelling,5/3/2016,90007,1,No,1 unit,2,2226,"(34.0219, -118.29345)"
129922,5/3/2016,2016,2013-17,Q2,5,Q2 2016,CofO Issued,14014-70000-02902,Bldg-Addition,1 or 2 Family Dwelling,5/3/2016,90044,1,No,1 unit,2,2376,"(33.98036, -118.28582)"
120194,5/3/2016,2016,2013-17,Q2,5,Q2 2016,CofO Issued,13014-20000-04541,Bldg-Addition,1 or 2 Family Dwelling,5/3/2016,91331,1,No,1 unit,0,1046.1,"(34.25957, -118.42113)"
142683,5/3/2016,2016,2013-17,Q2,5,Q2 2016,CofO Issued,15014-10000-00390,Bldg-Addition,1 or 2 Family Dwelling,5/3/2016,90007,1,No,1 unit,2,2226,"(34.01977, -118.29287)"
135337,5/4/2016,2016,2013-17,Q2,5,Q2 2016,CofO Issued,15014-20000-00755,Bldg-Addition,1 or 2 Family Dwelling,5/4/2016,90004,1,No,1 unit,2,1926.1,"(34.0823, -118.29912)"
88242,5/18/2016,2016,2013-17,Q2,5,Q2 2016,CofO Issued,10014-30000-03177,Bldg-Addition,1 or 2 Family Dwelling,5/18/2016,90062,1,No,1 unit,2,2313,"(34.01723, -118.30326)"
45085,5/18/2016,2016,2013-17,Q2,5,Q2 2016,CofO Issued,06014-10000-04654,Bldg-Addition,1 or 2 Family Dwelling,5/18/2016,90011,1,No,1 unit,2,2281,"(34.0109, -118.24766)"
